file	layer	kind	purpose	inputs	outputs	function_count	functions	tests	lines
runner/run_fit_joint_model_O2_supply_demand_MAP.sh	runner	shell entrypoint	shellcheck source=../util/o2_supply_demand_map_shell_utils.sh	CLI paths and workflow settings	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	29
runner/run_fit_model_O2_supply_demand_MAP.sh	runner	shell entrypoint	shellcheck source=../util/o2_supply_demand_map_shell_utils.sh	CLI paths and workflow settings	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	18
runner/run_multi_warmup_joint.sh	runner	shell entrypoint	Local joint-fitting pipeline: pooled t-SNE, in-vivo primary clusters, global-best in-vitro anchor.	fit result; parameter table; configuration	in-memory values or layer-specific artifacts	0		test-invitro-passage-mode.R, test-stage5-util-consolidation.R	174
runner/run_o2_fit.sh	runner	shell entrypoint	Unified local O2 runner for in vivo, in vitro, and joint fitting.	fit result; parameter table; configuration	in-memory values or layer-specific artifacts	0		test-invitro-passage-mode.R, test-joint-primary-cluster-workflow.R, test-stage5-util-consolidation.R	548
runner/run_postfit_pipeline.R	runner	R entrypoint	Implements Run postfit pipeline	simulation tables/manifest; analysis tables/manifest	in-memory values or layer-specific artifacts	4	postfit_command_text, run_postfit_step, append_optional_arg, main	test-docker-runtime-wrappers.R, test-stage2-postfit-orchestration.R	360
runner/warm_start/make_joint_soft_coupling_parameters_table.R	runner	R entrypoint	Generate the joint soft-coupling start table from separate seed fits.	best parameters	tables/data files	17	parse_args, as_chr, script_path, project_root, sanitize_label, label_from_seed_dir, infer_seed_label, default_output_path, usage, read_best_params, transform_value, require_param, parse_delta_params, build_rows, format_value, row_df, main		334
runner/warm_start/make_warm_start_from_separate_fit_results.py	runner	Python entrypoint	Implements Make warm start from separate fit results	best parameters; fit summary	tables/data files	0			688
simulation/fit_results/materialize_extra_results_predictions.R	simulation	R entrypoint	Materialize concrete O2-model prediction values from completed fit outputs.	fit result; simulation tables/manifest	tables/data files	10	seed_order_key, find_seed_dirs, seed_prediction_path, read_prediction_tsv, prediction_seed_day_mean, summarise_seed_prediction_ci, read_ploidy_predictions, read_burden_predictions, gate_metrics, main	test-fit-results-stage-split.R	149
simulation/fit_results/materialize_invivo_long_ploidy_metrics.R	simulation	R entrypoint	Materializes fitted-parameter simulation products for Materialize invivo long ploidy metrics	fit result; fit summary; simulation tables/manifest	tables/data files	6	read_tsv, metric_value, seed_number_from_dir, select_prediction_path, long_term_value, main	test-fit-results-stage-split.R	137
simulation/fix_o2_simulation_shared_utils.R	simulation	R library/module	Backward-compatible loader for the canonical fixed-O2 utilities.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	30
simulation/fix_o2_simulation.R	simulation	R entrypoint	Backward-compatible entrypoint. The canonical implementation is organized	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0			43
simulation/invitro/cin/invitro_cin_simulation_utils.R	simulation	R library/module	CIN and missegregation-derived in-vitro simulation tables.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	1	ivt_sim_compute_missegregation_timecourse	test-invitro-stage2-boundaries.R	74
simulation/invitro/o2/invitro_o2_functional_response_utils.R	simulation	R library/module	Oxygen-domain response tables evaluated from fitted parameters.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	4	ivt_sim_o2_grid, ivt_sim_reference_states, ivt_sim_compute_o2_response_tables, build_o2_table	test-invitro-stage2-boundaries.R	79
simulation/invitro/ploidy/invitro_ploidy_simulation_utils.R	simulation	R library/module	Ploidy-distribution outputs derived from fitted in-vitro simulations.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	3	ivt_sim_collect_ploidy_tables, ivt_sim_o2_reference_levels, ivt_sim_compute_ploidy_response_tables	test-invitro-stage2-boundaries.R	103
simulation/invitro/population/invitro_population_simulation_utils.R	simulation	R library/module	Population-count outputs derived from fitted in-vitro simulations.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	1	ivt_sim_collect_population_tables	test-invitro-stage2-boundaries.R	16
simulation/invitro/run_invitro_simulation_outputs.R	simulation	R entrypoint	Implements Run invitro simulation outputs	best parameters; fit result; simulation tables/manifest	tables/data files	1	main	test-invitro-stage2-boundaries.R	117
simulation/invivo/cin/generate_live_effective_pms_outputs.R	simulation	R entrypoint	Fitted-parameter simulation producer for live-cell effective p_ms.	best parameters; simulation tables/manifest; configuration	tables/data files	14	locate_workflow_root, read_best_params_map, read_fit_config, choose_rank_column, seed_numeric_key, resolve_seed_dir, compute_h_o2, compute_mu_eff, compute_p_ms, aggregate_sample_day, summarise_sample_day_table, make_harvest_only, print_signif_df, main	test-profile-likelihood-stage-split.R	524
simulation/invivo/cin/invivo_cin_simulation.R	simulation	R library/module	In-vivo cin simulation products. This module is data-only.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0			48
simulation/invivo/functional_response/invivo_functional_response_simulation.R	simulation	R library/module	In-vivo functional_response simulation products. This module is data-only.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	3	get_functional_rate_curves, compute_rate_components, build_o2_curve	test-invivo-stage2-boundaries.R	166
simulation/invivo/generate_invivo_simulation_outputs.R	simulation	R entrypoint	Materialize all in-vivo simulation products from an existing fitted parameter	best parameters; simulation tables/manifest; configuration	tables/data files	7	.resolve_data_dir, .apply_simulation_overrides, .manifest_value, .standardize_observations, generate_invivo_simulation_outputs, write_contract, main	test-invivo-stage2-boundaries.R	301
simulation/invivo/o2_supply_demand_map_invivo_simulation_utils.R	simulation	R library/module	Domain-module loader for in-vivo fitted-parameter simulation.	configuration	in-memory values or layer-specific artifacts	1	normalize_cfg_for_simulation		33
simulation/invivo/o2/invivo_o2_simulation.R	simulation	R library/module	In-vivo o2 simulation products. This module is data-only.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0			74
simulation/invivo/ploidy/invivo_ploidy_simulation.R	simulation	R library/module	In-vivo ploidy simulation products. This module is data-only.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0			61
simulation/invivo/population/invivo_population_simulation.R	simulation	R library/module	In-vivo population simulation products. This module is data-only.	best parameters; configuration	in-memory values or layer-specific artifacts	0			308
simulation/o2/dense_grid/generate_dense_grid_simulation_tables.R	simulation	R entrypoint	Preserve the self-contained attractor producer from the canonical	best parameters; simulation tables/manifest	tables/data files	9	dense_selected_seeds, dense_task_paths, dense_build_tasks, dense_generate_rows, dense_run_task_slice, dense_materialized_path, dense_write_materialized, dense_merge_chunks, dense_simulation_main	test-dense-combined-stage34-boundaries.R	171
simulation/o2/fixed_o2/eigen_attractor/build_fixo2_eigen_attractor_features.R	simulation	R library/module	Numerical producer: evaluate fixed-O2 eigen attractors from fitted or	best parameters; fit result; fit summary; configuration	tables/data files	44	fixo2ea_script_dir, fixo2ea_find_workflow_root, fixo2ea_default_parameter_source_root, fixo2ea_default_best_csv, fixo2ea_default_initial_csv, fixo2ea_o2_grid, fixo2ea_o2_key, fixo2ea_feature_cols, fixo2ea_parse_seed_selector, fixo2ea_seed_filter, fixo2ea_seed_ids, fixo2ea_run_dir_seed_numbers, fixo2ea_read_best_metadata, fixo2ea_read_initial_metadata, fixo2ea_extract_cfg_from_fit_result, fixo2ea_read_seed_cfg, fixo2ea_first_available_cfg, fixo2ea_dataset_context, fixo2ea_param_columns, fixo2ea_meta_columns, fixo2ea_compute_one_point, fixo2ea_point_summary, fixo2ea_fix_infinite_summary, fixo2ea_wide_from_long, fixo2ea_status_summary, fixo2ea_write_table, fixo2ea_append_csv, fixo2ea_build_best_feature_tables, fixo2ea_build_initial_feature_tables, compute_row, fixo2ea_build_feature_tables, fixo2ea_task_dir, fixo2ea_task_table_path, fixo2ea_task_manifest_path, fixo2ea_task_result_root, fixo2ea_task_result_path, fixo2ea_write_tsv, fixo2ea_dataset_task_rows, fixo2ea_build_task_table, fixo2ea_read_task_rows, fixo2ea_array_task_ids, fixo2ea_compute_task_row, fixo2ea_run_task_ids, fixo2ea_merge_task_results	test-fixed-o2-stage34-boundaries.R, test-multi-warmup-eigen-stage-split.R	861
simulation/o2/fixed_o2/fixed_o2_numerical_producers.R	simulation	R library/module	Fixed-O2 numerical producers extracted from the legacy monolith.	best parameters; fit summary; simulation tables/manifest; analysis tables/manifest	tables/data files	56	fo2_dominant_attractor_one, cf2_fixed_matrix, cf2_init_vector, cf2_normalize_state, cf2_eigen_trajectory, cf2_dominant_one, fixo2_simulation_mode_objective_metadata, vf2_default_time_grid, vf2_normalize_state, vf2_init_vector, vf2_state_metrics, vf2_fixed_matrix, vf2_eigen_states, vf2_expm_states, get_step_expm, vf2_euler_states, vf2_compare_states, vf2_error_summary_one, vf2_read_simulation_state_mean, vf2_read_simulation_trajectories, vf2_simulation_summary, vf2_compare_solution_to_simulation, vf2_simulation_comparison_summary, fixo2_simulation_state_path, fixo2_expected_simulation_tasks, fixo2_simulation_forward_args, fixo2_simulation_n_core, fixo2_simulation_worker_threads, fixo2_simulation_worker_env, fixo2_task_log_completed, fixo2_run_missing_simulation_task, fixo2_ensure_simulation, runner, analytical_fixed_matrix, analytical_init_vector, analytical_normalize_state, analytical_state_metrics, analytical_eigen_states, analytical_expm_states, generate_seed_analytical_trajectories, generate_analytical_trajectories, worker, filter_analytical_trajectories, expected_analytical_seed_ids, analytical_cache_missing_keys, generate_fixo2_attractor_mode_table, worker, read_seed_objectives, read_summary_objectives, task_table_path, build_task_table_from_paths, read_simulation_tasks, read_state_metrics_awk, read_simulation_metrics_chunk, read_simulation_metrics, filter_simulation_metrics	test-fixed-o2-stage34-boundaries.R	1482
simulation/o2/fixed_o2/fixed_o2_simulation_utils.R	simulation	R library/module	Backward-compatible loader for the canonical fixed-O2 utilities.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	0		test-fixed-o2-stage34-boundaries.R, test-stage5-util-consolidation.R	30
simulation/o2/fixed_o2/run_fixed_o2_simulation.R	simulation	R entrypoint	Fixed-O2 fitted-parameter simulator for the O2 supply-demand MAP model.	best parameters; configuration	tables/data files	68	usage, resolve_path_value, normalize_simulation_mode, safe_id, resolve_seed_id, default_output_dir, resolve_save_every_days, resolve_simulation_ids, split_cli_values, parse_o2_values, parse_initial_ploidy_values, normalize_seed_label, parse_seed_values, seed_number_for_order, resolve_batch_run_dir, discover_seed_dirs, batch_output_root, batch_leaf_output_dir, build_task_list, optional_forward_args, task_script_args, run_task_process, fixo2_simulation_output_paths, fixo2_existing_file_ok, fixo2_simulation_output_complete, fixo2_annotate_task_completion, fixo2_filter_missing_simulation_tasks, run_batch, runner, read_best_params_table, read_joint_scope_params, resolve_parameter_values, read_fit_config, validate_range, prepare_run_params, prepare_sim_cfg, make_initial_state, fixo2_fixed_matrix, fixo2_init_vector, fixo2_normalize_state_matrix, fixo2_normalize_state, fixo2_trajectory_from_state_matrix, fixo2_eigen_trajectory_cached, fixo2_eigen_states, fixo2_eigen_trajectory, fixo2_expm_states, get_step_expm, fixo2_expm_trajectory, fixo2_trajectory_with_fallback, fixo2_dominant_from_eig, fixo2_dominant_one, fixo2_mode_fields, fixo2_format_o2_list, fixo2_dominant_attractor_one, generate_fixo2_attractor_mode_table, worker, make_time_grid, build_rate_table, make_sim_args, matrix_long, simulate_one, write_tsv, append_tsv, write_tsv_gz, append_tsv_gz, make_rate_trajectory, params_to_table, main	test-fixed-o2-stage34-boundaries.R, test-stage5-util-consolidation.R	1581
simulation/parameter_landscape/generate_parameter_landscape_simulation_tables.R	simulation	R entrypoint	Materializes fitted-parameter simulation products for Generate parameter landscape simulation tables	best parameters; parameter table	tables/data files	2	o2pl_materialize_growth_turnover, o2pl_simulation_main	test-parameter-landscape-stage3-boundaries.R	108
simulation/parameter_landscape/parameter_landscape_invivo_feature_simulation.R	simulation	R library/module	Model-backed in-vivo feature reconstruction for the parameter-landscape simulation layer.	best parameters; configuration	tables/data files	12	default_invivo_data_dir, invivo_data_paths, compute_misseg_death_rate, time_weighted_mean, compute_invivo_rate_summary_for_sim, select_invivo_representative_scenarios, compute_invivo_growth_turnover_one_seed, value_for, n_for, paper_generate_invivo_growth_turnover_table, append_invivo_pred1000_ploidy_ratios, paper_update_invivo_growth_turnover_ploidy_ratios	test-stage5-util-consolidation.R	376
simulation/parameter_landscape/parameter_landscape_simulation_utils.R	simulation	R library/module	Provides reusable functions for Parameter landscape simulation utils	best parameters; fit summary; parameter table; simulation tables/manifest	tables/data files	24	metric_map, metric_value, metric_numeric, read_objective_from_summary, attach_objective, list_seed_dirs, read_best_params, transform_param_slot, convert_invitro_parameter_table, read_param_table, read_np, sample_uniform_box, sample_truncnorm_box, build_de_initialpop, inverse_transform_column, initial_population_natural, seed_prediction_path, prediction_value_column, prediction_initial_ploidy, read_pred1000_ploidy_ratios, read_pred1000_both_gt44, best_params_row, o2pl_materialize_seed_parameter_tables, o2pl_materialize_fixed_o2_modes	test-stage5-util-consolidation.R	391
simulation/perturbation/generate_factorial_interaction_outputs.R	simulation	R entrypoint	Generate factorial post-fit interaction trajectories only.  Endpoint analysis	simulation tables/manifest; configuration	tables/data files	10	make_interaction_design, make_untreated_design, make_exact_ploidy_mixture_state, make_initial_state_for_mode, summarise_factorial_ploidy, simulate_factorial_trajectory, annotate_factorial_timecourses, simulate_intermittent_post, run_segment, run_factorial_interaction_simulation	test-perturbation-stage-split.R, test-stage5-util-consolidation.R	450
simulation/perturbation/generate_mixed_ploidy_perturbation_outputs.R	simulation	R entrypoint	Generate post-fit mixed-ploidy perturbation trajectories.  This producer	simulation tables/manifest; configuration	tables/data files	1	run_mixed_ploidy_perturbation_simulation	test-perturbation-stage-split.R	117
simulation/process_fingerprints/generate_o2_ploidy_event_inputs.R	simulation	R entrypoint	Materialize fitted-seed metadata plus existing per-seed O2/ploidy trajectories	simulation tables/manifest	tables/data files	6	oes_safe_read, oes_read_ploidy_curve, oes_read_o2_curve, mean_or_na, oes_read_labels, run_o2_ploidy_event_input_simulation	test-invivo-process-analysis.R, test-process-fingerprint-stage-split.R	188
simulation/process_fingerprints/generate_process_fingerprint_outputs.R	simulation	R entrypoint	Materialize raw post-fit process/ploidy/O2/CIN numerical artifacts.  This	simulation tables/manifest; configuration	tables/data files	2	pfs_parse_num_vec, run_process_fingerprint_simulation	test-process-fingerprint-stage-split.R	94
simulation/process_fingerprints/ploidy_regime_simulation_utils.R	simulation	R library/module	Simulation-specific helpers. Shared ploidy-regime functions are loaded from	materialized files or caller-supplied R objects	tables/data files	16	o2pr_source_process_utils, o2pr_git_value, o2pr_generate_viz_if_requested, o2pr_find_trajectory_path, o2pr_value_col_for_trajectory, o2pr_weighted_from_density, o2pr_read_trajectory_seed, o2pr_read_density_seed, o2pr_collect_trajectories, o2pr_build_process_one, add, o2pr_o2_exposure_one, add, o2pr_read_realized_o2, o2pr_build_process_outputs, o2pr_switch_from_intrinsic	test-invivo-process-analysis.R, test-process-fingerprint-stage-split.R, test-stage5-util-consolidation.R	447
simulation/process_fingerprints/process_fingerprint_simulation_legacy_utils.R	simulation	R library/module	Simulation-specific compatibility helpers. Shared parsing, transformation,	best parameters; fit summary; parameter table; configuration	tables/data files	10	o2ipa_find_workflow_root, o2ipa_extract_all_params, o2ipa_collect_seed_inputs, o2ipa_crossing, o2ipa_feature_row, o2ipa_feature_name_num, o2ipa_build_static_one, add, o2ipa_dynamic_fingerprints, o2ipa_make_mock_run	test-invivo-process-analysis.R, test-process-fingerprint-stage-split.R, test-stage5-util-consolidation.R	415
simulation/process_fingerprints/process_fingerprint_simulation_utils.R	simulation	R library/module	Simulation-layer helpers for post-fit process fingerprints.  These functions	simulation tables/manifest	tables/data files	6	pfs_write_manifest, pfs_require_invivo_contract, pfs_collect_raw_trajectories, pfs_read_seed_burden, pfs_dynamic_from_seed_simulations, pfs_build_static_outputs	test-process-fingerprint-stage-split.R	173
simulation/simulate_invivo_factorial_interaction.R	simulation	R entrypoint	Compatibility pipeline wrapper.  New callers should invoke the dedicated	simulation tables/manifest; analysis tables/manifest	in-memory values or layer-specific artifacts	1	run_legacy_factorial_interaction_pipeline	test-perturbation-stage-split.R	44
simulation/simulate_invivo_mixed_ploidy_perturbations.R	simulation	R entrypoint	Compatibility pipeline wrapper.  New callers should invoke the dedicated	simulation tables/manifest; analysis tables/manifest	in-memory values or layer-specific artifacts	1	run_legacy_mixed_ploidy_pipeline	test-perturbation-stage-split.R	44
util/o2_supply_demand_map_bpf_cli_utils.R	util	R library/module	Provides reusable functions for O2 supply demand map bpf cli utils	caller-supplied R objects	R values/functions; no workflow output when sourced	5	bpf_parse_args, bpf_as_bool, bpf_as_int, bpf_as_num, bpf_split_csv	test-stage5-util-consolidation.R	45
util/o2_supply_demand_map_bpf_path_utils.R	util	R library/module	Provides reusable functions for O2 supply demand map bpf path utils	caller-supplied R objects	R values/functions; no workflow output when sourced	20	bpf_script_path, bpf_script_dir, bpf_repo_root, bpf_map_root, bpf_analysis_root, bpf_workflow_root, bpf_result_root, bpf_fixed_o2_code_dir, bpf_parameter_landscape_code_dir, bpf_dense_grid_code_dir, bpf_combine_code_dir, bpf_fixo2_eigen_attractor_code_dir, bpf_combine_fixo2_eigen_attractor_code_dir, bpf_fixed_o2_result_dir, bpf_parameter_landscape_result_dir, bpf_dense_grid_result_root, bpf_combine_result_dir, bpf_fixo2_eigen_attractor_result_dir, bpf_combine_fixo2_eigen_attractor_result_dir, bpf_resolve_repo_path	test-stage5-util-consolidation.R	113
util/o2_supply_demand_map_bpf_report_utils.R	util	R library/module	Assembles a report from existing tables and figures for O2 supply demand map bpf report utils	caller-supplied R objects	R values/functions; no workflow output when sourced	1	bpf_rel_path	test-stage5-util-consolidation.R	22
util/o2_supply_demand_map_bpf_table_io_utils.R	util	R library/module	Provides reusable functions for O2 supply demand map bpf table io utils	caller-supplied R objects	tables/data files	4	bpf_write_tsv, bpf_read_tsv, bpf_write_csv, bpf_write_run_arguments	test-stage5-util-consolidation.R	28
util/o2_supply_demand_map_combined_fixo2_eigen_utils.R	util	R library/module	Shared, source-only table and CLI normalization helpers for the combined	caller-supplied R objects	tables/data files	6	o2cfe_read_csv_plain, o2cfe_read_tsv_plain, o2cfe_write_tsv, o2cfe_split_csv, o2cfe_normalize_reductions, o2cfe_normalize_variants		79
util/o2_supply_demand_map_combined_landscape_utils.R	util	R library/module	Shared CLI, path, and tabular I/O contracts for combined embedding workflows.	analysis tables/manifest	tables/data files	25	combined_utils_file, combined_workflow_root, combined_repo_root, combined_results_root, combined_default_pooled_root, combined_default_dense_root, combined_default_out_dir, combined_analysis_dir, combined_figure_dir, combined_report_dir, combined_legacy_table_dir, combined_parse_args, combined_as_bool, combined_split, combined_normalize_reductions, combined_normalize_variants, combined_read_tsv, combined_read_csv, combined_write_tsv, combined_write_csv, combined_require_columns, combined_seed_number, combined_find_latest, combined_discover_coordinates, combined_coordinate_columns		103
util/o2_supply_demand_map_common_semantics.R	util	R library/module	Function: canonical_ploidy_o2_death_mode	fit summary; parameter table; configuration	R values/functions; no workflow output when sourced	12	o2sd_joint_default_soft_coupling_params, canonical_ploidy_o2_death_mode, canonical_start_with_mode, assert_canonical_start_with_mode, assert_canonical_ploidy_o2_death_mode, filter_family_specific_run_params_for_output_common, filter_fit_summary_metrics_for_output_common, read_param_table_prototype_slot_common, read_o2_S0_natural_upper_bound_common, default_o2_parameter_table_path_common, normalize_sim_cfg_common, normalize_run_params_common	test-invitro-passage-mode.R, test-invitro-utils-migration.R	416
util/o2_supply_demand_map_curve_classification_utils.R	util	R library/module	Provides reusable functions for O2 supply demand map curve classification utils	caller-supplied R objects	R values/functions; no workflow output when sourced	16	curve_classification_rule_version, curve_step_epsilon, collapse_signs, finite_diff_curve, terminal_plateau_from_signs, classify_o2_ploidy_curve, run_curve_classification_validation, mk, smooth_curve_classification_rule_version, smooth_curve_values, plausible_prediction, loess_predict, persistent_sign_segments, classify_o2_ploidy_curve_smooth, run_smooth_curve_classification_validation, mk	test-stage5-util-consolidation.R	583
util/o2_supply_demand_map_dense_grid_utils.R	util	R library/module	Shared CLI, path, and table-contract helpers for dense fixed-O2 workflows.	simulation tables/manifest; analysis tables/manifest	tables/data files	29	dense_grid_source_file, dense_grid_workflow_root, dense_grid_repo_root, dense_grid_default_fit_root, dense_grid_default_result_root, dense_grid_normalize_part, dense_grid_default_out_dir, dense_grid_simulation_dir, dense_grid_analysis_dir, dense_grid_figure_dir, dense_grid_report_dir, dense_grid_legacy_table_dir, dense_parse_args, dense_as_bool, dense_as_int, dense_as_num, dense_as_num_vec, dense_as_char_vec, dense_seed_number, dense_normalize_seed_ids, dense_num_key, dense_default_o2_grid, dense_default_times, dense_read_tsv, dense_write_tsv, dense_rbind_fill, dense_require_columns, dense_write_schema, dense_record_artifact		125
util/o2_supply_demand_map_eigen_attractor_utils.R	util	R library/module	Shared, side-effect-free contracts for fixed-O2 eigen-attractor stages.	caller-supplied R objects	tables/data files	19	o2ea_util_script_dir, o2ea_workflow_root, default_oxygen_dir, fixo2ea_default_result_root, parse_args, as_bool, as_int, as_num, as_num_vec, as_char_vec, read_tsv, read_csv_plain, write_csv, rbind_fill_plain, normalize_dataset, list_seed_dirs, default_dataset_input_dir, normalize_reduction, reduction_dir_name	test-multi-warmup-eigen-stage-split.R	156
util/o2_supply_demand_map_fit_invitro_backend.R	util	R entrypoint	Implements O2 supply demand map fit invitro backend	best parameters; fit result; fit summary; parameter table; configuration	tables/data files	29	invitro_deoptim_iter_completed, invitro_deoptim_stop_reason, default_parameter_table_path, default_fit_objects_dir, default_flow_density_path, default_out_dir, build_invitro_de_initial_population, start_invitro_deoptim_cluster, invitro_de_preflight_text, write_invitro_de_preflight_audit, initialize_invitro_deoptim_workers, invitro_de_preflight_evaluate, run_invitro_de_worker_preflight, start_invitro_deoptim_cluster_with_preflight, append_audit, resolve_optional_flow_density_path, ivt_load_fit_objects_compat, build_invitro_cfg, validate_invitro_parameter_table, validate_invitro_fit_objects, make_penalty_components, invitro_protocol_penalty_objective, run_invitro_rscript_to_log, run_invitro_auto_viz_report, invitro_parse_effective_args, write_invitro_run_provenance, main, objective_from_free, objective_value	test-invitro-de-worker-preflight.R, test-invitro-death-likelihood.R, test-invitro-deoptim-metadata.R, test-invitro-passage-mode.R, test-stage2-postfit-orchestration.R	1437
util/o2_supply_demand_map_fit_invivo_backend.R	util	R entrypoint	Function: require_cli_args	best parameters; fit summary; parameter table; configuration	tables/data files	79	require_cli_args, .sample_uniform_box, .sample_truncnorm_box, prob_to_logit, logit_to_prob, .build_de_initialpop, resolve_harvest_init_settings_local, scenario_init_multiplier_local, get_param_names, compute_soft_prior_penalty, burden_volume_mm3_from_state, default_n_cores, map_scenarios_parallel, runner, decode_params, encode_params, getv, need_pos, read_init_params_t, make_bounds, parameter_table_specs, read_parameter_table_natural, transform_param_slot, build_transformed_parameter_table, natural_row, sync_cfg_from_natural_parameter_table, slot_val, sanitize_cfg_for_persistence, finalize_prior_defaults, simulate_one, evaluate_objective_components_raw, evaluate_objective_components, evaluate_objective, run_optimizer, fmt_int, cluster_workers, log_parallel_backend, init_cluster_workers, has_required, has_expected_formals, has_usable_backend, emit_checkpoint, with_realtime_deoptim_trace, worker_fit, summarize_runs, run_starts_serial, collect_predictions, pred_one, main_fit_single_seed, checkpoint_writer, objective_fn, .runner_default_config_path, .runner_default_parameter_table_path, .runner_cli_string, .runner_resolve_path, .runner_read_yaml_config, .runner_resolve_config, .runner_require_nonempty, .runner_parse_seed_values, .runner_read_seeds_from_file, .runner_resolve_seeds, .runner_build_fit_base_args, .runner_write_config_snapshots, .runner_copy_parameter_table_snapshot, .runner_exec_to_log, shell_quote, .runner_append_provenance, .runner_provenance_rows, .runner_git_value, .runner_git_rows, .runner_parse_effective_args, .runner_write_effective_args, .runner_write_text_file, .runner_write_root_provenance, .runner_write_seed_fit_provenance, .runner_stop_with_log_tail, main_run_from_config, log_line, main	test-invitro-passage-mode.R, test-stage2-postfit-orchestration.R	4601
util/o2_supply_demand_map_fit_joint_backend.R	util	R entrypoint	Implements O2 supply demand map fit joint backend	best parameters; fit result; fit summary; parameter table; configuration	tables/data files	89	load_backend_env_local, trim_cli_scalar_local, path_or_default, resolve_joint_restriction_flags, default_joint_out_dir, safe_log10, safe_qlogis, start_joint_deoptim_cluster, joint_deoptim_control, joint_clear_deoptim_global_objective, joint_make_deoptim_objective, objective_value, joint_deoptim_iter_completed, joint_deoptim_stop_reason, resolve_joint_raw_config, build_joint_invivo_context, build_joint_invitro_context, shared_invitro_param_names, joint_shared_natural_param_names, invitro_shared_param_name_for_natural, transform_invitro_shared_slot, joint_parse_soft_param_list, joint_soft_split_delta_name, joint_soft_split_natural_param_names, joint_soft_split_transformed_name_map, joint_transformed_to_natural, joint_soft_probability_parameter, joint_soft_coupling_default_sigma, joint_safe_logit, joint_soft_coupling_metadata, joint_soft_coupling_default_welsch_c, joint_soft_coupling_welsch_c, joint_is_absolute_path, joint_resolve_path_local, joint_soft_coupling_start_table_path, joint_read_soft_coupling_start_table, joint_optimizer_param_metadata, joint_soft_start_lookup, joint_soft_delta_natural_to_optimizer, joint_soft_start_value_to_optimizer, joint_check_soft_reconstruction_feasibility, joint_apply_soft_coupling_start_table, joint_warmup_default_sigmaN, joint_read_table_auto, joint_table_map, joint_transform_natural_best_map, joint_read_best_seed_transformed_map, joint_warmup_seed_path, joint_set_warmup_init_value, joint_named_num, joint_apply_warmup_initial_values, apply_value, merge_joint_shared_optimizer_bounds, row_for, split_joint_natural_parameter_tables, join_invitro_path_map, build_invitro_transformed_from_joint, set_if_present, build_joint_context, joint_draw_truncated_normal, joint_soft_delta_bounds_for_center, joint_deoptim_initial_population, deduplicate_joint_rows, joint_invivo_pred1000_ploidy_gate, joint_invitro_ploidy_phenotype_gate, joint_constraint_metrics, joint_constraint_component_df, joint_soft_coupling_active, joint_soft_coupling_penalty_components, joint_clamp_numeric, joint_project_soft_reconstruction, joint_build_context_specific_transformed_vectors, joint_apply_soft_coupling_to_invitro, joint_soft_coupling_summary_table, joint_soft_coupling_projection_table, joint_objective_components, natural_parameter_df, add_parameter_scope, scalar_chr, write_joint_outputs, validate_fit_joint_inputs, main_fit_seed_joint, main_run_from_config_joint, require_nonempty, log_line, seed_has_fitted_natural_params, seed_ready_for_viz, metric_value, main	test-invitro-death-likelihood.R, test-invitro-passage-mode.R, test-joint-soft-coupling.R, test-stage2-postfit-orchestration.R	3493
util/o2_supply_demand_map_fit_results_utils.R	util	R library/module	Shared, layer-neutral helpers for fit-results post-fit workflows.	caller-supplied R objects	tables/data files	12	o2fr_parse_args, o2fr_null_coalesce, o2fr_as_num, o2fr_as_int, o2fr_as_chr, o2fr_as_bool, o2fr_first_existing_col, o2fr_read_tsv, o2fr_write_tsv, o2fr_require_manifests, o2fr_write_manifest, o2fr_run_rscript_stage	test-fit-results-stage-split.R	74
util/o2_supply_demand_map_fixed_o2_format_utils.R	util	R library/module	Shared fixed-O2 labels and stable path slugs.	caller-supplied R objects	R values/functions; no workflow output when sourced	5	num_path_tag, format_o2_label, initial_condition_from_ploidy, method_slug, method_label	test-stage5-util-consolidation.R	33
util/o2_supply_demand_map_fixed_o2_mode_utils.R	util	R library/module	Canonical fixed-O2 attractor-mode semantics shared by simulation and analysis.	caller-supplied R objects	R values/functions; no workflow output when sourced	7	fixo2_mode_threshold, fixo2_mode_regimes, fixo2_o2_key, fixo2_assign_attractor_modes, fixo2_attractor_mode_table, fixo2_attractor_mode_summary_by_seed, fixo2_reference_mode_table	test-stage5-util-consolidation.R	115
util/o2_supply_demand_map_fixed_o2_table_utils.R	util	R library/module	Canonical fixed-O2 TSV I/O used by analysis and legacy orchestration.	caller-supplied R objects	tables/data files	2	fo2_write_tsv, fo2_read_tsv	test-stage5-util-consolidation.R	15
